name,category,site,website,phone,borough,address,open,online,takeaway,delivery,appointment,note,gid,lat,lng
Mama Supermarché,Alimentation,Site,https://mama-supermarche-antillais.business.site/,(514) 326-7170,Montreal Nord,"4757 Rue de Charleroi, Montréal-Nord, QC H1H 1V3, Canada",Ouvert ou activité réduite,,,Oui,,"lundi au samedi 9h à 21h, dimanche 9h à 20h",ChIJGz0BT3MfyUwRMtOWUIkwQOs,45.5967539,-73.6317002
Marché Casse Croute Fleur De Soleil,Alimentation,,,(514) 327-8987,Montreal Nord,"5047 Rue de Charleroi, Montréal-Nord, QC H1G 2Z6, Canada",Ouvert ou activité réduite,Oui,,Oui,,"lundi au samedi 9h à 22h, dimanche 9h à 21h",ChIJ381yAgsfyUwRm5mwuly8oy0,45.5993189,-73.6266341
Marché Esposito,Alimentation,Site,http://lemarcheesposito.ca/,(514) 323-7078,Montreal Nord,"5375 Boul Henri-Bourassa E, Montréal-Nord, QC H1G 2T1, Canada",Ouvert ou activité réduite,,,Oui,,8h à 21h 7 jours sur 7,ChIJ7yq89k8fyUwRuXHR_Y5LqLQ,45.605414,-73.6252909
Marché Et Boucherie Al-kanater,Alimentation,Site,https://marche-dalimentation-des-caraibes-inc.business.site/,(514) 955-8130,Montreal Nord,"2969 Rue Fleury E, Montréal, QC H2B 1M3, Canada",Ouvert ou activité réduite,,,,,9h à 17h 7 jours sur 7,ChIJd6N_2EYfyUwR6izCm8Xs1uA,45.5793184,-73.6444947
Marché Le Pro,Alimentation,,,(514) 789-0488,Montreal Nord,"10839 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A9, Canada",Ouvert ou activité réduite,,,,,9h à 20h,ChIJ545G42wfyUwRHIhLuKGqXYs,45.5907784,-73.6368781
Marché Miracle 110,Alimentation,,,(514) 852-0269,Montreal Nord,"4157 Rue d'Amiens, Montréal-Nord, QC H1H 2G3, Canada",Ouvert ou activité réduite,,,,,9h à 17h,ChIJG9zNNhMfyUwRs6dDgnQu3ME,45.5898479,-73.6344406
Marché Tradition,Alimentation,Site,https://www.marchestradition.com/magasin/8740?utm_source=G&utm_medium=lpm&utm_campaign=SobeysMontreal,(514) 322-3135,Montreal Nord,"4805 Rue de Charleroi, Montréal-Nord, QC H1H 1V5, Canada",Ouvert ou activité réduite,,,Oui,,8 à 20 (incluant les dimanche jusqu'a nouvel ordre),ChIJa7XzUnMfyUwRI4UpvVFC25g,45.5971628,-73.6310234
Marché Unik,Alimentation,,,(514) 321-0590,Montreal Nord,"6342 Rue Pascal, Montréal-Nord, QC H1G 1T6, Canada",Ouvert ou activité réduite,,,,,7h à 19h lundi au samedi. 9 à 17h le dimanche,ChIJy5D9oJUfyUwRWWjPW89WMy4,45.6174691,-73.6203437
Maxi,Alimentation,Site,https://www.maxi.ca/store-locator/?storeId=8704&utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,(514) 321-3111,Montreal Nord,"10200 Boulevard Pie-IX, Montréal-Nord, QC H1H 3Z1, Canada",Ouvert ou activité réduite,Oui,,,,8h à 20h,ChIJhSfz3RUfyUwRa7-psexPZOU,45.584113,-73.6322228
Mc Donald's,Restos et Cafés,Site,https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html,(514) 323-2713,Montreal Nord,"10333 Boul. Pie-1X Blvd, Montréal, QC H1H 3Z7, Canada",Ouvert ou activité réduite,Oui,,Oui,,24h/24,ChIJSxH7RxQfyUwRPi1oDPHpn5c,45.5864772,-73.631985
Monselet,Autres commerces et services,Site,https://www.centrejeanpaullemay.org/,(514) 326-6868,Montreal Nord,"3735 Rue Monselet, Montréal-Nord, QC H1H 2B3, Canada",Ouvert ou activité réduite,,,,,Heures d'ouverture,ChIJ8fAlxGsfyUwRIe82VC7vcw8,45.5876839,-73.641708
Panier Futé,Alimentation,Site,http://panierfute.coop/contactez-nous/,438-383-5570,Montreal Nord,5872 #12 Boul. Léger,Ouvert ou activité réduite,,,Oui,,"lundi, mardi et vendredi: 9h-17h
mercredi et jeudi: 9h-19h
samedi et dimanche: fermé",,,
Patissier Montebello,Alimentation,Site,http://www.patisseriemontebello.com/,(514) 321-5567,Montreal Nord,"3340 Rue Fleury E, Montréal-Nord, QC H1H 2R5, Canada",Ouvert ou activité réduite,,,,,10h à 15h (lundi fermé),ChIJibUnyEAfyUwRJmk0i6NO-pg,45.5801756,-73.642103
Petro-canada,Alimentation,Site,https://www.petro-canada.ca/en/personal/gas-station-locations/10770-boul-pie-ix-montral-nord?utm_source=G&utm_medium=lpm&utm_campaign=suncor,(514) 327-7247,Montreal Nord,"10770 Boulevard Pie-IX, Montréal-Nord, QC H1H 4B1, Canada",Ouvert ou activité réduite,,,,,,ChIJXYh9wGwfyUwRdoF5fzRXZ0k,45.5896835,-73.6366741
Pharmacie David Pettinicchi,"Santé, sports, beauté et bien-être",Site,https://www.groupeproxim.ca/fr/quebec/montreal-nord/david-pettinicchi-7005062?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,(514) 323-6003,Montreal Nord,"5511 Rue de Charleroi, Montréal-Nord, QC H1G 3A8, Canada",Ouvert ou activité réduite,,,Oui,,lundi vendredi 10h à 18h et samedi et dimanche 10h à 15h,ChIJa4bGMacfyUwRHKiuzO3Lchg,45.602589,-73.620389
Pharmaprix,"Santé, sports, beauté et bien-être",Site,https://stores.pharmaprix.ca/fr/store/2/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,(514) 321-1230,Montreal Nord,"10551 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A3, Canada",Ouvert ou activité réduite,,,Oui,,9h-20h,ChIJW4i5eRMfyUwRkGK6ah2susY,45.5886287,-73.6329601
Pho Hoa Long,Restos et Cafés,,,(514) 323-8282,Montreal Nord,"10660 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A6, Canada",Ouvert ou activité réduite,,,Oui,,17h à 22h,ChIJa-bIU3cfyUwRx95BrBvoJ0g,45.5889203,-73.6357409
Pino Café + Bistro,Restos et Cafés,Site,http://pinocafebistro.com/,(514) 578-8228,Montreal Nord,"4358 Rue de Charleroi, Montréal-Nord, QC H1H 1T3, Canada",Ouvert ou activité réduite,,,Oui,,Lundi au vendredi de 10h à 16 hr pour les commandes,ChIJB72wYHIfyUwRMzblg2lPnYA,45.5943422,-73.6358646
Pizza 2 Pour 1,Restos et Cafés,Site,http://pizza2pour1montreal.com/,(514) 528-0528,Montreal Nord,"3670 Rue Fleury E, Montréal-Nord, QC H1H 2S6, Canada",Ouvert ou activité réduite,,,Oui,,11 à 22h 7 jours sur 7,ChIJ51wv9z8fyUwRn3z9ABUC0RA,45.5830963,-73.6383103
Pizza Champion,Restos et Cafés,Site,http://championpizzas.com/fr,(514) 326-9999,Montreal Nord,"5412 Rue de Charleroi, Montréal-Nord, QC H1G 3A3, Canada",Ouvert ou activité réduite,Oui,,Oui,,lundi au mercredi 12h à 23h,ChIJQ_C5NqcfyUwRmUkicpaDhng,45.6021115,-73.6204386
Pizza Hut,Restos et Cafés,Site,https://www.pizzahut.ca/store-details/store-R29606/pizza-hut-MONTR%C3%89AL-NORD,(514) 324-1456,Montreal Nord,"10400 bd, Pie-IX Blvd, Montréal-Nord, QC H1H 3Z8, Canada",Ouvert ou activité réduite,Oui,,Oui,,12h à 21h,ChIJC67AihQfyUwRm7Vz2jYAFZk,45.586786,-73.633691
Pizza Poulet New York,Restos et Cafés,Site,http://www.pizzapouletnewyork.com/,(514) 852-1010,Montreal Nord,"6352 Rue Pascal, Montréal-Nord, QC H1G 1T5, Canada",Ouvert ou activité réduite,Oui,,Oui,,11h à 23h,ChIJHegKoJUfyUwRjMxaCcviZDA,45.6175938,-73.6201361
Poissonnerie Empereur Rouge,Alimentation,Site,https://poissonnerieempereurrougeinc.business.site/,(514) 321-1555,Montreal Nord,"10528 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A2, Canada",Ouvert ou activité réduite,,,,,,ChIJU4gOohQfyUwRXfwCtY2ipUQ,45.587865,-73.6344749
Provisoir,Alimentation,,,(514) 323-2513,Montreal Nord,"10640 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A5, Canada",Ouvert ou activité réduite,,,Oui,,6h à 23h,ChIJX8WDoBQfyUwR-pKLD3kKTo4,45.588348,-73.6350924
Proxim Pharmacie Affiliée - Ly Thanh Tran,"Santé, sports, beauté et bien-être",Site,https://www.groupeproxim.ca/fr/quebec/montreal/ly-thanh-tran-7018720?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,(514) 325-3133,Montreal Nord,"12325 Boulevard Rolland, Montréal-Nord, QC H1G 6A6, Canada",Ouvert ou activité réduite,,,Oui,,"lundi au vendredi: 9h à 19h
samedi: 9h à 15h",ChIJL7Bk8ZQfyUwRnvXN2rREM8o,45.6185344,-73.6226796
Restaurant Chez Mamie,Restos et Cafés,Site,https://www.google.ca/url?sa=t&source=web&rct=j&url=https://www.pagesjaunes.ca/bus/Quebec/Montreal-Nord/Restaurant-Chez-Mamie/6855044.html&ved=0ahUKEwjnzYCPw4DWAhUEmoMKHRIXCy4QFgiJAjAd&usg=AFQjCNGWi-pdY2Jm7ljgoK4dwuPqv5Ajdg,(514) 507-1991,Montreal Nord,"12265 Boulevard Rolland, Montréal-Nord, QC H1G 6A1, Canada",Ouvert ou activité réduite,,,Oui,,11h à 21h,ChIJQ94aVZQfyUwRaUUMHGH39cM,45.6180556,-73.6216667
Restaurant Gouter Caraibes,Restos et Cafés,,,(514) 321-5252,Montreal Nord,"10795 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A9, Canada",Ouvert ou activité réduite,Oui,,Oui,,"lundi, mardi, mercredi et dimanche: 11h à 22h, jeudi à samedi 11h à 23h",ChIJZ5L65WwfyUwR7ASplcnE110,45.5903423,-73.63639
Restaurant La Belle Province,Restos et Cafés,Site,http://restaurantlabelleprovince.com/fr/accueil/,(514) 323-8561,Montreal Nord,"10710 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A7, Canada",Ouvert ou activité réduite,Oui,,Oui,,11h-minuit,ChIJMb9RsmwfyUwRqnmEs4f9crU,45.5890184,-73.6361124
Restaurant O2 Filles,Restos et Cafés,,,(514) 759-7970,Montreal Nord,"3293 Rue Monselet, Montréal-Nord, QC H1H 1Z4, Canada",Ouvert ou activité réduite,,,,,De 5h30 à 16h 7 jours sur 7,ChIJ5-M49UIfyUwRZIjeD4n-uDA,45.5841967,-73.6484488
Restaurant Tgv,Restos et Cafés,Site,https://www.cuisineistanbulkebab.com/,(514) 419-7727,Montreal Nord,"10223 Boulevard Pie-IX, Montréal-Nord, QC H1H 3Z5, Canada",Ouvert ou activité réduite,Oui,,Oui,,"lundi à samedi: 11h à 22h, dimanche: midi à 21h",ChIJyeL-NxQfyUwRsitDrgoY9XI,45.5861282,-73.6317443
Resto Le Quattro,Restos et Cafés,Site,http://restoquattro.letseat.at/,(514) 564-2300,Montreal Nord,"3943 Rue Fleury E, Montréal-Nord, QC H1H 2T8, Canada",Ouvert ou activité réduite,,,,,"Lundi - Jeudi: 11h30 – 14h30 & 17h00 – 22h00
Vendredi: 11h30 – 14h30 & 17h00 – 23h00
Samedi: 17h00 – 23h00
Dimanche: 17h00 - 22h00",ChIJL3gDBhUfyUwR7Ca95iGzMpE,45.5852797,-73.6349117
Rôtisserie Saint-hubert,Restos et Cafés,Site,http://www.st-hubert.com/salle-manger/pie-ix.fr.html?utm_source=G&utm_medium=lpm&utm_campaign=StHubert,(514) 325-1676,Montreal Nord,"10495 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A3, Canada",Ouvert ou activité réduite,Oui,,Oui,,"dimanche au mercredi: 11h-21h, jeudi au samedi: 11h-21h",ChIJ3UboqhAfyUwRJPDOY2o1vcI,45.5880061,-73.63348
Saq,Alimentation,Site,http://www.saq.com/webapp/wcs/stores/servlet/SAQStoreLocatorSearchResultsStoreDetailsView?storeLocationId=10082&catalogId=50000&langId=-2&storeIdentifier=23099&storeId=20002&utm_source=G&utm_medium=lpm&utm_campaign=saq,(514) 322-4030,Montreal Nord,"10210 Boulevard Pie-IX, Montréal-Nord, QC H1H 3Z1, Canada",Ouvert ou activité réduite,Oui,,Oui,,10h à 18h (fermé le dimanche),ChIJdYUJ0xUfyUwRHA1SXeaK7M0,45.5844829,-73.6322374
Shell,Alimentation,Site,https://find.shell.com/ca/fuel/10052623-pie-ix-martial,(514) 325-1701,Montreal Nord,"11052 Boulevard Pie-IX, Montréal-Nord, QC H1H 4B4, Canada",Ouvert ou activité réduite,,,,,,ChIJS16cw20fyUwRFVFNMEO3_2g,45.5922457,-73.6392225
Subway,Restos et Cafés,Site,http://www.subway.com/fr-CA,(514) 955-3000,Montreal Nord,"10716 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A7, Canada",Ouvert ou activité réduite,Oui,,Oui,,"lundi au vendredi: 10h à 20h, samedi: 11h à 19h, dimanche: fermé",ChIJQ5JdsWwfyUwR-lXVn9-Wenc,45.5891071,-73.6361409
Supermarché Sas,Alimentation,,,(514) 955-0786,Montreal Nord,"10800 Boulevard Saint-Vital, Montréal-Nord, QC H1H 4T4, Canada",Ouvert ou activité réduite,,,,,8h à 20h30 pm 7 jours sur 7,ChIJcwqyK2ofyUwR0pOFPhpUC2U,45.5869077,-73.6431906
Tabagie St-rémi,Alimentation,,,(514) 807-2414,Montreal Nord,"3690 Rue Fleury E, Montréal-Nord, QC H1H 2S7, Canada",Ouvert ou activité réduite,,,Oui,,8h30 à 18h 7 jours sur 7 (sauf dimanche ferme à 17h),ChIJZal78D8fyUwRiwmRLFzQoU4,45.5833002,-73.6381476
Thai Express,Restos et Cafés,Site,https://thaiexpress.ca/fr/emplacements/?utm_source=G&utm_medium=LPM&utm_campaign=MTY,(514) 419-2771,Montreal Nord,"10734 Boulevard Pie-IX, Montréal-Nord, QC H1H 4A7, Canada",Ouvert ou activité réduite,,,Oui,,11h20h,ChIJFZCxu2wfyUwRN1ZcCB8qaug,45.5892718,-73.6363655
Tigre Geant - Centre Langelier,Alimentation,Site,https://www.gianttiger.com/,(514) 328-8193,Montreal Nord,"6475 Boulevard Léger, Montréal-Nord, QC H1G 1L4, Canada",Ouvert ou activité réduite,,,,,"8h à 20 du lundi au vendredi, 8h à 17h samedi et dimanche",ChIJ2XEGtZMfyUwRrRkzS4PZ52Y,45.6238663,-73.6231218
Trattoria Del Sud,Restos et Cafés,,,(514) 904-1141,Montreal Nord,"4880 Rue de Charleroi, Montréal-Nord, QC H1G 2Y7, Canada",Ouvert ou activité réduite,Oui,,Oui,,17h à 23h (7 jours sur 7),ChIJMzUOVwsfyUwREI_jNZA9DXs,45.5974417,-73.6298019
Uniprix,"Santé, sports, beauté et bien-être",Site,http://www.uniprix.com/fr/succursales/cyr-marie-claude-montreal?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,(514) 324-4520,Montreal Nord,"5850 Boulevard Léger, Montréal-Nord, QC H1G 1K6, Canada",Ouvert ou activité réduite,Oui,,Oui,,"dimanche: 9h à 18h
lundi à samedi: 9h à 20h",ChIJ2wBn1pMfyUwR_RIfmmUUOFA,45.6165196,-73.6286963
Viandes Fleury,Alimentation,,,,Montreal Nord,"3500 Rue Fleury E, Montréal-Nord, QC H1H 2S1, Canada",Ouvert ou activité réduite,,,,,10h à 19h 7 jours sur 7,ChIJnduBgUAfyUwRl7Nj0N8Za20,45.5815096,-73.6400624
Vida Sushi,Restos et Cafés,Site,http://www.vidasushi.com/?language=2,(514) 379-1234,Montreal Nord,"3705 Rue Fleury E, Montréal-Nord, QC H1H 2S8, Canada",Ouvert ou activité réduite,Oui,,Oui,,11h à 20h du lundi au samedi (fermé le dimanche),ChIJbZd1_D8fyUwRbIrWxOMGhSw,45.5836311,-73.6380688
Art De Vivre Sans Gluten,Alimentation,Site,http://artdevivresansgluten.com/,(514) 544-2212,NDG,"2220 Avenue Beaconsfield Suite 3, Montréal, QC H4A 2G8, Canada",Ouvert ou activité réduite,,,Oui,,"2 clients à la fois en magasin. Paiement par carte uniquement. Livraison NDG, achat de 30$ et plus./ 
2 customers at a time in store. Payment by card only. NDG delivery, purchase of $ 30 and more. - -",ChIJLS1FYx8RyUwRZcTbBEUe_dI,45.4658793,-73.6195195
Boulangerie La Meunerie Urbaine,Alimentation,,,(514) 485-2020,NDG,"6151 Av de Monkland, Montréal, QC H4B 1G3, Canada",Ouvert ou activité réduite,,,,,Ouverte mercredi-samedi 9h-17h./Open Wed-Sat 9h-17h. - lameunerieurbaine@gmail.com,ChIJ7f_3CksXyUwRH0ImNszkudE,45.4698126,-73.6283139
Doghaus,Autres commerces et services,Site,http://ledoghaus.com/,(514) 483-3555,NDG,"5671 Rue Sherbrooke Ouest, Montréal, QC H4A 1W7, Canada",Ouvert ou activité réduite,,,Oui,,"Via GOLO and Curbside pick up. 
facebook.com/doghausmtl Instagram: @doghausmtl - doghausmontreal@gmail.com",ChIJzd9uGrEQyUwRWDlpFKv7AFw,45.4709887,-73.6154026
Evelyne Boutique,Mode et accessoires,Site,http://www.evelyneboutique.com/,(514) 903-6554,NDG,"5127 Rue Sherbrooke Ouest, Montréal, QC H4A 1T3, Canada",Ouvert ou activité réduite,,,Oui,,"Boutique en ligne. Livraison gratuite pendant la crise. Ouvert 16h-19h les mardis, pour distribution des paniers Lufa./ Online Store. Free delivery during the crisis. Open 4h pm-7h p.m. on Tuesdays for the distribution of Lufa baskets. - hello@evelyneboutique",ChIJBRHVk6UQyUwRGMcYtJkaes4,45.476196,-73.606942
Le Cheese,Restos et Cafés,Site,http://lecheesetruck.com/,(514) 487-3316,NDG,"5976 Av de Monkland, Montréal, QC H4A 1G8, Canada",Ouvert ou activité réduite,,,Oui,,"Livraison et pour emporter. Mar-ven: midi-9pm. Sam: 5pm-11pm 
Fermé dimanche-lundi. / Delivery and take-out. Tue-Fri: noon-9pm. 
Sat: 5pm-11pm. Closed Sunday and Monday. - cheese@lecheesetruck.com",ChIJofyom0wXyUwROVbtHowslWc,45.4713429,-73.6264537
Mama Sofia,Alimentation,Site,http://www.pizzamamasofia.com/,(514) 486-7672,NDG,"6705 Rue Sherbrooke Ouest, Montréal, QC H4B 1P3, Canada",Ouvert ou activité réduite,,,Oui,,"Ouvert 15h-20h. Commande en ligne. Livraison Uber Eats et GOLO
Open 15h-20h. Order on-line. Delivery Uber Eats orGOLO - -",ChIJwxdigjQXyUwRz2mza5Cvhvw,45.4621262,-73.6323456
Mandy's Restaurant,Restos et Cafés,Site,http://mandys.ca/,(514) 227-1640,NDG,"5033 Rue Sherbrooke Ouest, Montréal, QC H4A 1S8, Canada",Ouvert ou activité réduite,,,Oui,,"Pour emporter (télécharger app) Livraison via Uber eats/Foodora /
Take out (download their app) Delivery via Uber eats/Foodora. - -",ChIJjaR5dKYQyUwR1ZVKNHff5m0,45.4768368,-73.6061782
Melons & Clémentines,Autres commerces et services,Site,www.melonsetclementines.com,514-482-5248,NDG,"5659 Sherbrooke St W, Montreal, Quebec H4A 1W6, Canada",Ouvert ou activité réduite,,,Oui,,"Équipement médical aux nouvelles mamans (allaitement). Lun-Ven/ 
Mon-Fri10h-17h. Cartes-cadeaux disponibles./ Medical equipment 
to new mothers (breastfeeding). Gift cards available. - info@melonsetclementines.com",,45.4711019,-73.6151778
Mon Marché Bio Ndg,Alimentation,Site,https://marchebiondg.com/,(514) 903-4124,NDG,"5335 Rue Sherbrooke Ouest, Montréal, QC H4A 1V2, Canada",Ouvert ou activité réduite,,,Oui,,Ouvert/Open 12h-17h - Info@pilaflex.com,ChIJz9_k9q8QyUwRqdMXqUayIT8,45.4740308,-73.609538
Nettoyeur Ecologique Royal,Autres commerces et services,Site,http://www.nettoyeurecologiqueroyal.com/,(514) 482-3622,NDG,"5866 Rue Sherbrooke Ouest, Montréal, QC H4A 1X5, Canada",Ouvert ou activité réduite,,,Oui,,"Ramassage-livraison gratuit CDN- NDG/Free pick up-delivery CDN/NDG. 
Lun/Jeu/Ven: 8h-15h Mar/Mer: Fermé. Sam 9h-16h. 
Mon/Thurs/Fri: 8h-15h Tues/Wed: Closed. Sat 9h-16h - clean@nettoyeurecologiqueroyal.com",ChIJjaiapbYQyUwRzT1jFOEV4rI,45.4691164,-73.6182728
Pharmacie Jean Coutu,"Santé, sports, beauté et bien-être",Site,http://www.jeancoutu.com/localisateur/detail/5815-rue-Sherbrooke-Ouest/Montreal/QC/H4A1X4/60/,(514) 483-5790,NDG,"5815 Rue Sherbrooke Ouest, Montréal, QC H4A 1X4, Canada",Ouvert ou activité réduite,,,Oui,,"Livraison 5$, gratuit avec prescription. Ouvert/Open 9h-20h.
Sam-dim/Sat-Sun: 9-18h. Deliveries 5$, free with prescription. - -",ChIJ7etEsrYQyUwRCIvD7SjHjCE,45.4698524,-73.6178893
Quincaillerie Monkland,Autres commerces et services,,,(514) 489-2811,NDG,"5657 Av de Monkland, Montréal, QC H4A 1E5, Canada",Ouvert ou activité réduite,,,,,"Ouvert 10h-14h lundi-vendredi. Une personne à la fois. /
Open 10h-14h Mon-Fri. One person at a time. - monkland.hardware@hotmail.com",ChIJ2c8lXE0XyUwREk4O9SCBBuE,45.475049,-73.6236028
Sandrini Confections,Restos et Cafés,Site,https://www.facebook.com/SandriniConfections/,(514) 686-1143,NDG,"5707 Rue Sherbrooke Ouest, Montréal, QC H4A 1W9, Canada",Ouvert ou activité réduite,,,Oui,,"Livraison grauite dans NDG. Facebook pour détails./ Free local 
delivery in NDG. Facebook for details. Decorating kits available. - Info@sandriniconfections.com",ChIJ70uDLeARyUwRiRh2JeAnP74,45.4707663,-73.6159735
Al Khair,Alimentation,Site,http://al-khair.ca/,,Petite_Italie,"300 Rue Jean-Talon, Montréal, QC H2R 1T1, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Produits frais en provenance d'élevages du Quebec. Grande varieté de salades et plats marocains prêt-à-manger tel que des mini-bastila, mets marocains farcis, briwates, zaalouk et taboulé.",ChIJHW_-gBQZyUwRWxpmGLmRbFg,45.537161,-73.615316
Alfalfa,Alimentation,Site,http://www.epiceriesantealfalfa.ca/,,Petite_Italie,"7070 9 #C1, Henri Julien Ave, Montreal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Aliments santé, sans gluten et biologiques",ChIJnYQwYRMZyUwRuv2cNTyRYLE,45.536316,-73.6139532
Aliments Merci,Alimentation,Site,http://alimentsmerci.com/,,Petite_Italie,"282 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,Oui,,Oui,,Magasin ouvert - Commande en ligne - Livraison Tous les jours - 10h à 17h Épicerie santé et 100% écologique,ChIJMw4sThMZyUwROiekcvVuJM4,45.5361961,-73.6137844
Aqua Mare,Alimentation,,,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 2W1, Canada",Ouvert ou activité réduite,Oui,,Oui,,Magasin ouvert - Commande en ligne sur GOLO et livraison http://ow.ly/Hv1n50yQi8X Tous les jours - 10h à 17h Poissons et produits de fruits de mer de hautes qualités et les meilleurs sur le marché.,ChIJnYQwYRMZyUwRoO94XkRZbwU,45.536641,-73.615126
Au Pain Doré,Alimentation,Site,https://atelier.aupaindore.com/,,Petite_Italie,"228 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Pains de qualité supérieure pour créer des bouchées qui feront sensation,ChIJ--OgRhMZyUwRG4DQ0MNaO2c,45.5356275,-73.6142699
Balkani,Alimentation,,,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,Magasin ouvert Tous les jours - 10h à 17h Artisan saucissier et charcutier. Spécialités européennes. Grande variété de charcuteries préparées sur place.,ChIJnYQwYRMZyUwREQR7GWWh3C4,45.5363993,-73.6143278
Beignes D'antan (délice D'antan),Alimentation,Site,https://www.delicesdantan.com/fr/,,Petite_Italie,"7010 Avenue Henri-Julien, Montréal, QC H2S 2V8, Canada",Ouvert ou activité réduite,Oui,,,,Magasin ouvert - Commande en ligne https://www.maturin.ca/producteur/delices-dantan-inc/223 Tous les jours - 10h à 17h Les fameux beignes de Berthier offerts en 5 délicieuses saveurs,ChIJveuOPsAZyUwRoiOrfVa-AAY,45.5361094,-73.6135212
Birri,Alimentation,Site,http://birri.ca/,,Petite_Italie,"7075-A Avenue Casgrain, Montréal, QC H2S 3A3, Canada",Ouvert ou activité réduite,Oui,,,,"Commande en ligne - Service de ramassage Tous les jours - 10h à 17h Depuis plus de 50 ans, l'entreprise familiale est fière de vous offrir une grande variété de produits du terroir, cueillis frais tous les jours. Les plus ambitieux pourront se procurer ces mêmes légumes sous forme de semences et/ou plants, en saison, dans notre centre de jardin.",ChIJLQwPEhMZyUwR9ovZjPXRiTQ,45.5355819,-73.6156114
Bottega Pizzeria,Restos et Cafés,Site,http://www.bottega.ca/,(514) 277-8104,Petite_Italie,"65 Rue Saint-Zotique E, Montréal, QC H2S 1K6, Canada",Ouvert ou activité réduite,,Oui,Oui,,"Pour emporter - Commande téléphonique - Livraison Jeudi au Samedi - 17h à 23h
Dimanche, Mardi et Mercredi - 17h à 22h La pizza napolitaine à son meilleur",ChIJ0aEVn20ZyUwRNb2xPd6bmN0,45.5327149,-73.6112532
Boucherie Capitol,Alimentation,Site,http://boucheriecapitol.com/,,Petite_Italie,"158 Place du Marché-du-Nord, Montréal, QC H2S 1A1, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Viande de qualité depuis 1957. Boucherie, charcuterie, fromage, cuisine et épicerie.",ChIJY3G7PhMZyUwRAqsh_VqVrfo,45.5349868,-73.6147823
Boucherie Des Terroirs,Alimentation,,,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 10h à 17h Vous trouverez dans cette belle boucherie une offre de qualité, exclusivement du Québec.",ChIJnYQwYRMZyUwRY7BLbIYkqdA,45.536465,-73.614671
Boucherie Prince Noir,Alimentation,,,,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,Oui,,Oui,,"Magasin ouvert - Commande en ligne - Livraison Tous les jours - 10h à 17h Le Prince Noir accueille tous les gourmands et gourmets à la recherche de viandes et volailles. Avec un assortiment de plus de vingt variétés de viandes disponibles selon les arrivages, la boucherie vous offre les produits adaptés pour toutes les occasions.",ChIJnYQwYRMZyUwRV6RUG6wpcEg,45.5364653,-73.6146713
Boucherie Saint-vincent,Alimentation,Site,http://saint-vincentbio.com/,(514) 271-0209,Petite_Italie,"7070 Avenue Henri-Julien, Montréal, QC H2S 3S3, Canada",Ouvert ou activité réduite,Oui,,Oui,,"Magasin ouvert - Commande téléphonique - Commande en ligne - Livraison Tous les jours - 10h à 17h Viandes biologiques 100% certifiées de la plus haute qualité, sans pesticide, herbicide, hormones de croissance, OGM ni agents de conservation",ChIJs2AN53wZyUwRRsUfgaS4TT8,45.5364653,-73.6146713
Boulangerie Louise,Alimentation,Site,https://www.facebook.com/geezlouiseboulangerie/,,Petite_Italie,"6835 Boul St-Laurent, Montréal, QC H2S 3C8, Canada",Ouvert ou activité réduite,,,,,"Magasin ouvert Tous les jours - 8h à 18h
Jeudi et Vendredi jusqu'à 20h L’équipe met la main à la pâte pour offrir du pain frais, bon et bien fait. La Boulangerie s’anime avec la vie de quartier de chacune de ses adresses où l’on vous accueille comme de la famille. Qu’on se croise le matin ou le soir, Louise a de quoi casser la croûte, accompagner un repas ou gâter votre hôte.",ChIJZ7qLQ20ZyUwRDboFHpsu0FQ,45.5329101,-73.614075
